SampleYear,SampleMonth,Period,Location,FilmDate,NoPts,AnalysisBy,AnalysisDate,Transect,AA,AC,AF,AG,AGSP,AH,AL,AP,APR,AT,AU,CN,CORAL,CORJU,DCY,DL,DSO,EF,FF,HC,IR,IS,MAFO,MAL,MAN,MAR,MC,MD,MDA,MF,MILA,MILC,MILS,ML,MM,MME,MSPP,MYSP,OA,OD,OFAV,OFRA,OX,PA,PB,PBSP,PC,PCL,PD,PF,PP,PS,SB,SC,SCSP,SH,SI,SL,SR,SS,SSPP,TC,BRIA,ENGO,ERYTH,FAN,GO,PLUME,ROD,WHIP,BALL,BASP,BOSP,CLIO,CLSP,ENSP,ROPE,SPO,TUBE,PALY,ZO,ZOSO,ANEM,CMOR,AMPH,CALG,CLAD,DICT,HALI,LIAG,LOBO,MACA,MICRO,PEY,RAMI,SARG,FLCY,LYNG,SCHIZ,EAC,B,P,R,RO,S,O,UNK,TWS,BL,BBD,WBD,PLA,YBD,DSD,DCOR,SCTLD,Check,Notes,
2007,9,Annual,Great Pond,9/27/2007,290,Emily Tyner,12/12/2007,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.72,0.00,0.00,,0.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.34,0.00,16.55,0.00,0.00,0.00,13.10,0.00,,,0.00,0.00,0.00,0.00,32.41,0.00,23.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2007,9,Annual,Great Pond,9/27/2007,290,Emily Tyner,12/12/2007,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,,0.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.76,0.00,3.45,0.00,0.00,0.00,36.55,0.00,,,0.00,0.00,0.00,0.00,35.52,0.00,16.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2007,9,Annual,Great Pond,9/27/2007,330,Emily Tyner,12/12/2007,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.00,0.00,,1.52,0.00,0.00,0.00,2.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.64,0.00,3.33,0.61,0.00,0.00,25.76,0.00,,,0.00,0.00,0.00,0.00,41.52,0.00,17.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2007,9,Annual,Cane Bay,9/28/2007,320,Emily Tyner,8/31/2007,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,2.50,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.81,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,0.63,0.00,8.44,4.69,0.00,,,0.00,0.00,0.00,1.56,63.75,0.00,0.00,0.00,0.00,2.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2007,9,Annual,Cane Bay,9/28/2007,320,Emily Tyner,8/31/2007,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.31,0.14,0.00,0.00,0.00,0.17,3.13,0.00,0.00,,1.25,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.88,1.57,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.19,1.25,0.00,11.60,11.91,0.00,,,0.00,0.00,0.00,2.51,52.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2007,9,Annual,Cane Bay,9/28/2007,340,Emily Tyner,8/31/2007,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.39,0.00,0.00,0.00,0.67,2.94,0.00,0.00,,0.00,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.24,0.00,0.00,0.00,0.00,0.00,0.29,0.00,3.82,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.82,0.88,0.00,4.12,6.76,0.00,,,0.00,0.00,0.00,10.29,49.12,0.00,0.00,0.00,0.00,4.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2007,9,Annual,Cane Bay,9/28/2007,360,Emily Tyner,8/31/2007,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.56,0.00,0.00,2.86,0.00,0.00,0.00,8.57,1.11,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,1.67,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,4.74,1.39,0.00,0.56,6.41,0.00,,,0.00,0.00,0.00,16.71,50.97,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.28,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2007,9,Annual,Cane Bay,9/28/2007,290,Emily Tyner,8/31/2007,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.68,0.00,0.00,0.00,0.87,1.03,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.48,0.00,4.83,1.03,0.00,0.34,15.86,0.00,,,0.00,0.00,0.00,4.14,56.90,0.00,0.00,0.00,0.00,2.41,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2007,9,Annual,Cane Bay,9/28/2007,320,Emily Tyner,8/31/2007,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.18,0.00,0.13,0.00,1.84,2.82,0.00,0.00,,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.63,0.31,0.00,0.00,0.00,0.00,0.94,2.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,5.02,1.57,0.00,0.63,9.72,0.00,,,0.00,0.00,0.00,0.31,54.23,0.00,0.00,0.00,0.00,5.64,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2007,9,Annual,Salt River West,9/30/2007,340,Emily Tyner,8/24/2007,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.59,0.00,0.00,,0.00,0.00,0.00,0.29,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.59,0.00,0.00,0.00,0.00,0.00,0.29,1.18,0.59,0.00,0.00,1.76,0.00,0.00,0.00,0.59,0.00,2.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,2.65,0.88,0.00,0.88,3.82,0.00,,,0.00,0.00,0.00,1.18,76.76,0.00,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2007,9,Annual,Salt River West,9/30/2007,400,Emily Tyner,8/24/2007,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.00,0.00,,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.51,0.00,0.50,1.25,0.00,0.00,0.00,2.26,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.51,0.00,0.00,0.25,2.51,0.00,,,0.00,0.00,0.00,1.50,76.44,0.00,0.00,0.00,0.00,2.01,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2007,9,Annual,Salt River West,9/30/2007,320,Emily Tyner,8/24/2007,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.32,0.00,0.95,0.00,0.00,,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.79,0.00,0.00,3.79,0.00,0.00,0.00,3.47,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.47,0.00,0.00,0.00,3.47,0.00,,,0.00,0.00,0.00,1.26,65.30,0.00,0.00,0.00,0.00,9.46,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2007,9,Annual,Salt River West,9/30/2007,290,Emily Tyner,8/24/2007,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,3.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.72,0.00,0.00,0.00,,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.52,0.34,0.00,0.00,0.00,0.00,0.00,1.38,0.00,0.69,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.72,0.00,0.00,0.00,4.83,0.00,,,0.00,0.00,0.00,1.38,72.41,0.00,0.00,0.00,0.00,5.17,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2007,9,Annual,Salt River West,9/30/2007,370,Emily Tyner,8/24/2007,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.35,0.00,0.00,0.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.81,0.00,0.00,,0.00,0.00,0.00,0.27,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.81,0.27,0.00,0.00,0.00,0.00,0.00,0.00,1.08,1.35,0.54,0.00,0.27,0.00,0.00,0.00,0.54,0.00,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.62,0.00,0.00,1.89,19.73,0.00,,,0.00,0.00,0.00,2.16,54.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2007,9,Annual,Salt River West,9/30/2007,340,Emily Tyner,8/24/2007,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.47,0.00,0.00,0.00,2.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.00,0.00,,0.00,0.00,0.00,0.00,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.53,0.59,0.00,0.00,0.00,0.00,1.47,0.00,0.88,2.94,0.00,0.29,4.12,0.00,0.00,0.00,0.00,0.00,1.18,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.06,0.00,0.00,0.00,3.53,0.00,,,0.00,0.00,0.00,0.88,69.41,0.00,0.00,0.00,0.00,2.94,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2008,2,Annual,Brewers Bay,2/18/2008,330,Jacqulyn Marie Calnan,6/26/2008,1,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.99,0.00,0.00,0.00,2.16,1.23,0.00,0.00,,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.62,0.00,0.00,6.79,0.00,,,0.00,0.00,0.00,1.54,45.06,0.00,7.41,0.00,0.00,5.56,0.93,0.00,1.85,0.31,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2008,2,Annual,Brewers Bay,2/18/2008,349,Jacqulyn Marie Calnan,6/26/2008,2,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.61,0.00,2.02,0.00,0.00,2.02,0.00,0.00,,0.00,0.58,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.02,0.00,0.00,7.78,0.00,,,0.00,0.00,0.00,0.29,34.87,0.00,17.58,2.88,0.00,4.32,0.00,0.58,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2008,2,Annual,Brewers Bay,2/18/2008,330,Jacqulyn Marie Calnan,6/26/2008,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.84,0.00,0.00,0.00,3.04,2.43,0.00,0.00,,0.00,0.30,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.34,0.00,0.00,1.82,0.00,,,0.00,0.00,0.00,0.00,40.12,0.00,7.60,2.43,0.00,9.42,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2008,2,Annual,Brewers Bay,2/18/2008,360,Jacqulyn Marie Calnan,6/26/2008,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.81,0.00,0.00,0.00,0.00,3.93,0.00,0.00,,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,2.53,4.49,0.00,0.00,2.25,0.00,,,0.00,0.00,0.00,0.56,42.98,0.00,4.49,5.06,0.00,1.40,1.12,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2008,2,Annual,Brewers Bay,2/18/2008,390,Jacqulyn Marie Calnan,6/26/2008,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.82,0.00,0.00,0.00,0.52,1.04,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,3.12,0.00,0.00,3.12,0.00,,,0.00,0.00,0.00,1.30,59.22,0.00,3.38,0.78,0.00,1.56,0.52,0.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2008,2,Annual,Brewers Bay,2/18/2008,370,Jacqulyn Marie Calnan,6/26/2008,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.40,0.00,0.00,0.00,0.00,3.01,0.00,0.00,,0.00,0.27,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.55,3.01,0.00,0.00,3.83,0.00,,,0.00,0.00,0.00,0.00,33.33,0.00,16.94,4.92,0.00,4.64,0.55,0.00,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2008,7,Annual,Meri Shoal,7/23/2008,400,Jacqulyn Marie Calnan,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.77,27.71,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.77,0.00,2.52,0.00,0.00,10.33,9.57,0.00,,,0.00,3.78,0.00,0.00,39.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2008,7,Annual,Meri Shoal,7/23/2008,310,Jacqulyn Marie Calnan,,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.22,1.29,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.91,0.00,3.24,0.00,0.00,8.09,7.44,0.00,,,0.00,2.91,0.00,0.00,35.28,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2008,7,Annual,Meri Shoal,7/23/2008,300,Jacqulyn Marie Calnan,,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.03,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.03,0.00,6.78,0.00,0.00,23.39,2.37,0.00,,,0.00,1.36,0.00,0.00,18.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2008,7,Annual,Meri Shoal,7/23/2008,380,Jacqulyn Marie Calnan,,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,1.84,26.58,0.00,0.00,0.00,,0.00,0.79,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.63,0.00,1.84,0.00,0.00,22.63,1.58,0.00,,,0.00,2.11,0.00,0.00,37.63,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
2008,7,Annual,Meri Shoal,7/23/2008,430,Jacqulyn Marie Calnan,,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.06,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,0.00,0.47,0.00,0.00,9.86,2.82,0.00,,,0.00,2.58,0.00,0.00,24.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,100.00,,
