Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2020,5,24,1:33:43,17.8455,-66.8811,12,3.5,"25km S of Guanica, Puerto Rico",1590284023
2020,5,21,23:59:06,18.0116,-66.7396,6,3.6,"0km SSE of Tallaboa, Puerto Rico",1590105546
2020,5,19,5:15:39,17.9318,-66.6286,7,3.5,"8km S of Ponce, Puerto Rico",1589865339
2020,5,16,8:16:24,17.9688,-66.7446,10,3.7,"5km SSW of Tallaboa, Puerto Rico",1589616984
2020,5,16,4:09:11,17.9033,-66.8458,12,4.1,"19km SSE of Guanica, Puerto Rico",1589602151
2020,5,11,7:48:24,17.9701,-66.7156,9,3.6,"8km SSE of Tallaboa, Puerto Rico",1589183304
2020,5,10,5:03:06,17.8725,-66.888,12,3.5,"12km SSE of Guanica, Puerto Rico",1589086986
2020,5,7,19:52:54,17.9418,-66.9426,7,3.6,"6km SSW of Guanica, Puerto Rico",1588881174
2020,5,6,5:40:07,17.9595,-66.702,10,3.6,"7km SE of Tallaboa, Puerto Rico",1588743607
2020,5,3,20:00:18,17.9381,-66.7161,6,3.6,"8km S of Tallaboa, Puerto Rico",1588536018
2020,5,3,8:12:10,17.9473,-66.907,11,3.7,"15km S of Guanica, Puerto Rico",1588493530
2020,5,2,15:27:21,17.9268,-66.7016,6,3.7,"12km SSE of Tallaboa, Puerto Rico",1588433241
2020,5,2,11:36:09,17.8426,-66.6735,16,3.7,"13km SSE of Tallaboa, Puerto Rico",1588419369
2020,5,2,11:32:21,17.9433,-66.7081,6,3.8,"8km SSE of Tallaboa, Puerto Rico",1588419141
2020,5,2,11:32:08,17.933,-66.702,6,3.9,"7km SSE of Tallaboa, Puerto Rico",1588419128
2020,5,2,11:19:28,17.9508,-66.6981,7,4.6,"5km SE of Tallaboa, Puerto Rico",1588418368
2020,5,2,11:17:16,17.9405,-66.6995,6,3.5,"10km SSE of Tallaboa, Puerto Rico",1588418236
2020,5,2,11:13:18,17.937,-66.7266,9,5.4,"6km SSE of Tallaboa, Puerto Rico",1588417998
2020,5,1,21:57:31,17.9368,-66.9116,12,3.6,"13km S of Guanica, Puerto Rico",1588370251
2020,4,27,17:21:15,17.8876,-66.861,5,3.6,"13km SSE of Guanica, Puerto Rico",1588008075
2020,4,12,2:09:29,17.9213,-66.9026,6,3.5,"6km SSE of Guanica, Puerto Rico",1586657369
2020,4,7,13:00:35,18.0723,-66.7846,6,4,"5km E of Adjuntas, Puerto Rico",1586264435
2020,4,6,20:17:09,17.9845,-66.9268,10,3.6,"28km S of Guanica, Puerto Rico",1586204229
2020,4,5,23:01:09,18.3646,-67.3778,123,4.1,"22km NW of Rincon, Puerto Rico",1586127669
2020,4,5,16:25:21,17.9663,-66.8818,8,3.5,"7km S of Indios, Puerto Rico",1586103921
2020,4,5,2:23:20,17.961,-66.9373,11,3.6,"2km WSW of Guanica, Puerto Rico",1586053400
2020,4,2,18:29:05,17.9985,-66.7981,15,3.6,"2km WNW of Guayanilla, Puerto Rico",1585852145
2020,3,30,16:06:43,17.9206,-66.8906,5,4.2,"10km SSE of Guanica, Puerto Rico",1585584403
2020,3,27,14:59:07,17.9566,-66.9985,5,3.5,"4km ESE of La Parguera, Puerto Rico",1585321147
2020,3,24,17:43:02,17.9771,-66.9833,6,3.6,"5km ESE of La Parguera, Puerto Rico",1585071782
2020,3,24,2:25:55,18.2346,-67.6095,137,3.9,"38km WSW of Rincon, Puerto Rico",1585016755
2020,3,21,19:51:38,17.9921,-66.8136,13,3.7,"11km SSE of Indios, Puerto Rico",1584820298
2020,3,21,2:28:02,17.6061,-67.5136,10,3.6,"48km SSW of Pole Ojea, Puerto Rico",1584757682
2020,3,10,5:29:52,17.9426,-66.9275,8,3.6,"10km SSW of Guanica, Puerto Rico",1583818192
2020,3,9,20:40:15,17.9485,-66.8303,17,3.6,"16km S of Indios, Puerto Rico",1583786415
2020,3,7,17:44:35,17.8545,-66.8766,6,3.5,"15km SSE of Guanica, Puerto Rico",1583603075
2020,3,7,11:42:46,17.8588,-66.8536,9,3.7,"16km SSE of Guanica, Puerto Rico",1583581366
2020,3,7,2:26:49,17.8578,-66.8725,3,3.9,"19km SSE of Guanica, Puerto Rico",1583548009
2020,3,2,21:52:01,17.9626,-66.9298,8,3.5,"6km S of Guanica, Puerto Rico",1583185921
2020,2,29,17:39:46,17.9141,-66.8136,7,3.5,"7km SSE of Indios, Puerto Rico",1582997986
2020,2,28,17:05:25,17.9973,-66.8045,11,3.8,"2km ESE of Indios, Puerto Rico",1582909525
2020,2,25,5:27:12,17.8816,-66.8608,3,3.6,"22km SSE of Guanica, Puerto Rico",1582608432
2020,2,24,21:30:15,17.8785,-66.8361,13,3.6,"16km SE of Guanica, Puerto Rico",1582579815
2020,2,24,5:01:36,18.0146,-66.796,11,3.6,"7km SSE of Indios, Puerto Rico",1582520496
2020,2,23,16:08:46,17.7833,-66.8988,4,3.5,"31km S of Guanica, Puerto Rico",1582474126
2020,2,21,18:46:56,17.9135,-67.005,6,3.8,"6km SE of La Parguera, Puerto Rico",1582310816
2020,2,20,3:52:52,17.882,-66.8998,11,3.6,"14km S of Guanica, Puerto Rico",1582170772
2020,2,17,11:18:04,17.9218,-66.8968,10,3.6,"6km S of Guanica, Puerto Rico",1581938284
2020,2,15,3:05:39,17.9766,-66.8478,12,3.6,"10km S of Indios, Puerto Rico",1581735939
2020,2,14,7:52:53,18.0121,-66.8226,9,3.5,"3km SSE of Indios, Puerto Rico",1581666773
2020,2,14,7:23:20,17.9748,-66.8351,12,3.6,"4km SSE of Indios, Puerto Rico",1581665000
2020,2,13,0:13:17,17.9743,-66.8776,13,3.6,"5km SSE of Maria Antonia, Puerto Rico",1581552797
2020,2,12,4:49:42,17.9783,-66.8743,11,3.9,"6km SSW of Indios, Puerto Rico",1581482982
2020,2,12,4:48:40,18.0213,-66.8626,9,3.7,"3km SSW of Indios, Puerto Rico",1581482920
2020,2,11,21:31:14,17.9325,-66.9543,10,3.6,"5km SSW of Guanica, Puerto Rico",1581456674
2020,2,8,10:17:17,17.7728,-66.8566,5,3.6,"38km S of Guanica, Puerto Rico",1581157037
2020,2,8,10:09:39,17.787,-66.8741,4,3.9,"37km S of Guanica, Puerto Rico",1581156579
2020,2,8,8:56:45,17.7648,-66.8766,3,4,"24km SSE of Guanica, Puerto Rico",1581152205
2020,2,7,9:38:31,17.9448,-66.9968,13,3.5,"13km SW of Guanica, Puerto Rico",1581068311
2020,2,5,17:22:22,17.9646,-66.8483,14,3.5,"2km SW of Indios, Puerto Rico",1580923342
2020,2,4,20:00:04,17.8653,-66.87,7,3.6,"15km SSE of Guanica, Puerto Rico",1580846404
2020,2,4,19:53:16,17.8706,-66.8695,5,4,"18km SSE of Guanica, Puerto Rico",1580845996
2020,2,4,17:29:27,17.8638,-66.8751,4,3.9,"21km S of Guanica, Puerto Rico",1580837367
2020,2,4,15:12:11,17.8398,-66.8581,11,3.6,"23km SSE of Guanica, Puerto Rico",1580829131
2020,2,4,14:45:55,17.8388,-66.8751,7,5,"20km SSE of Guanica, Puerto Rico",1580827555
2020,2,3,5:02:13,17.9206,-66.8486,10,3.8,"15km SSE of Guanica, Puerto Rico",1580706133
2020,2,3,0:33:18,17.9095,-66.701,6,3.8,"7km SSE of Tallaboa, Puerto Rico",1580689998
2020,2,2,15:41:45,17.9583,-66.925,10,3.6,"2km SW of Guanica, Puerto Rico",1580658105
2020,2,2,15:40:23,17.977,-66.7278,6,3.5,"1km NNE of Tallaboa, Puerto Rico",1580658023
2020,2,2,1:44:27,18.0031,-66.7918,12,3.7,"1km SW of Santo Domingo, Puerto Rico",1580607867
2020,2,1,10:05:48,17.9061,-66.8646,10,4,"18km SSE of Guanica, Puerto Rico",1580551548
2020,2,1,6:17:54,17.8498,-66.8638,4,3.6,"19km SSE of Guanica, Puerto Rico",1580537874
2020,1,30,17:10:27,17.9545,-66.7825,6,3.5,"6km SW of Tallaboa, Puerto Rico",1580404227
2020,1,30,4:59:48,17.9201,-66.8791,10,4,"15km SSE of Guanica, Puerto Rico",1580360388
2020,1,28,10:38:41,17.8381,-66.8556,5,3.6,"18km SSE of Guanica, Puerto Rico",1580207921
2020,1,28,0:16:48,17.9153,-66.6943,8,3.5,"10km SSE of Tallaboa, Puerto Rico",1580170608
2020,1,27,14:51:41,17.9215,-66.6351,4,3.7,"9km SSW of Ponce, Puerto Rico",1580136701
2020,1,27,6:53:23,17.9525,-66.6535,7,4.3,"9km S of Ponce, Puerto Rico",1580108003
2020,1,27,5:57:46,17.8718,-66.8603,2,4.1,"16km SSE of Guanica, Puerto Rico",1580104666
2020,1,27,5:20:39,17.9301,-66.6238,6,4.3,"9km SSW of Ponce, Puerto Rico",1580102439
2020,1,26,17:19:08,17.9666,-66.8393,9,3.9,"26km SSE of Guanica, Puerto Rico",1580059148
2020,1,26,14:47:27,17.9443,-66.8311,12,3.6,"7km S of Indios, Puerto Rico",1580050047
2020,1,26,1:59:27,17.9085,-66.8606,10,3.6,"16km SSE of Guanica, Puerto Rico",1580003967
2020,1,25,20:20:38,18.0105,-66.8188,13,5,"12km SSE of Indios, Puerto Rico",1579983638
2020,1,25,14:17:39,17.9485,-66.8063,7,3.8,"16km S of Indios, Puerto Rico",1579961859
2020,1,25,10:32:20,17.9435,-66.9268,11,3.8,"1km WNW of Fuig, Puerto Rico",1579948340
2020,1,25,8:00:47,17.9245,-66.9401,6,4.5,"13km SSW of Guanica, Puerto Rico",1579939247
2020,1,23,14:33:56,17.8873,-66.809,10,3.6,"11km S of Indios, Puerto Rico",1579790036
2020,1,23,7:48:03,17.8976,-66.8388,12,3.9,"18km SSE of Guanica, Puerto Rico",1579765683
2020,1,22,9:37:09,17.9673,-66.9366,10,4.2,"10km SSW of Guanica, Puerto Rico",1579685829
2020,1,22,2:25:22,17.7975,-66.8706,10,3.6,"19km SSE of Guanica, Puerto Rico",1579659922
2020,1,21,5:28:08,18.0016,-66.7346,15,3.7,"1km SSE of Santo Domingo, Puerto Rico",1579584488
2020,1,21,3:53:57,17.8811,-66.8761,13,3.5,"14km SSE of Guanica, Puerto Rico",1579578837
2020,1,21,2:17:24,18.0128,-66.728,16,3.6,"1km ESE of Penuelas, Puerto Rico",1579573044
2020,1,21,2:07:59,18.0018,-66.7323,16,3.9,"2km NNE of Tallaboa, Puerto Rico",1579572479
2020,1,20,23:35:01,17.897,-66.8538,14,3.6,"16km SSE of Guanica, Puerto Rico",1579563301
2020,1,20,20:00:05,17.9425,-66.7233,7,3.7,"7km S of Tallaboa, Puerto Rico",1579550405
2020,1,20,19:59:26,17.9381,-66.7273,7,3.6,"7km S of Tallaboa, Puerto Rico",1579550366
2020,1,20,15:14:54,17.9618,-66.7425,14,4.5,"13km S of Tallaboa, Puerto Rico",1579533294
2020,1,20,9:56:21,17.9715,-66.7541,6,4.2,"3km WNW of Tallaboa, Puerto Rico",1579514181
2020,1,20,9:42:33,17.9526,-66.7444,10,3.5,"5km SSW of Tallaboa, Puerto Rico",1579513353
2020,1,20,9:36:36,17.9748,-66.7528,7,4.6,"8km SSW of Tallaboa, Puerto Rico",1579512996
2020,1,20,9:33:53,17.9756,-66.7465,6,3.6,"9km S of Tallaboa, Puerto Rico",1579512833
2020,1,20,7:11:04,17.962,-66.7306,6,3.7,"2km S of Tallaboa, Puerto Rico",1579504264
2020,1,20,5:26:19,17.977,-66.7408,7,4.5,"1km S of Tallaboa, Puerto Rico",1579497979
2020,1,20,1:26:06,18.009,-66.7406,14,4,"2km SSW of Tallaboa Alta, Puerto Rico",1579483566
2020,1,19,18:45:04,17.9456,-66.7265,7,3.8,"7km S of Tallaboa, Puerto Rico",1579459504
2020,1,19,15:52:19,17.9395,-66.9761,3,3.8,"9km SE of La Parguera, Puerto Rico",1579449139
2020,1,19,3:06:59,17.9543,-66.7648,11,3.7,"12km SSW of Tallaboa, Puerto Rico",1579403219
2020,1,19,0:53:58,17.9403,-66.9426,6,4.1,"12km S of Guanica, Puerto Rico",1579395238
2020,1,19,0:05:55,17.959,-66.9363,6,4.4,"10km S of Guanica, Puerto Rico",1579392355
2020,1,18,21:47:20,17.9306,-66.8988,8,3.5,"14km S of Guanica, Puerto Rico",1579384040
2020,1,18,16:57:01,17.9171,-66.8448,8,3.5,"20km SSE of Guanica, Puerto Rico",1579366621
2020,1,18,8:47:16,17.9431,-66.9018,8,3.5,"13km SSE of Guanica, Puerto Rico",1579337236
2020,1,18,8:44:35,17.9803,-66.7418,6,3.8,"3km SSW of Tallaboa, Puerto Rico",1579337075
2020,1,18,8:34:06,17.9248,-66.9053,8,3.7,"16km S of Guanica, Puerto Rico",1579336446
2020,1,18,6:59:12,18,-66.7378,5,4,"0km SSW of Tallaboa, Puerto Rico",1579330752
2020,1,17,22:02:36,17.97,-66.7666,9,4.3,"10km SSW of Tallaboa, Puerto Rico",1579298556
2020,1,17,19:48:12,17.9991,-66.7556,10,3.7,"3km WSW of Tallaboa, Puerto Rico",1579290492
2020,1,17,19:40:08,17.9103,-66.8533,14,3.5,"14km SE of Guanica, Puerto Rico",1579290008
2020,1,17,17:30:52,17.9261,-66.7338,8,3.8,"8km S of Tallaboa, Puerto Rico",1579282252
2020,1,17,12:52:17,17.979,-67.0375,7,3.9,"5km SE of Lajas, Puerto Rico",1579265537
2020,1,17,10:32:59,17.933,-66.794,6,4.2,"13km SSE of Indios, Puerto Rico",1579257179
2020,1,17,8:25:53,17.9213,-66.8471,9,3.5,"14km SSE of Maria Antonia, Puerto Rico",1579249553
2020,1,17,6:47:36,17.9196,-66.7425,7,3.5,"8km SSW of Tallaboa, Puerto Rico",1579243656
2020,1,16,23:38:39,17.9773,-66.714,9,3.8,"9km SSE of Tallaboa, Puerto Rico",1579217919
2020,1,16,21:15:19,17.9401,-66.9426,7,3.8,"7km SSW of Guanica, Puerto Rico",1579209319
2020,1,16,20:58:47,18.0076,-66.7591,10,4.3,"2km SW of Tallaboa, Puerto Rico",1579208327
2020,1,16,19:24:14,17.9566,-66.7568,8,3.6,"7km SSW of Tallaboa, Puerto Rico",1579202654
2020,1,16,18:34:37,18.0006,-66.7655,10,3.9,"1km SSE of Magas Arriba, Puerto Rico",1579199677
2020,1,16,13:53:00,17.91,-66.8473,11,3.7,"21km SSE of Guanica, Puerto Rico",1579182780
2020,1,16,13:09:57,17.9225,-66.8533,11,3.9,"9km SE of Guanica, Puerto Rico",1579180197
2020,1,16,2:51:23,17.9268,-67.0371,6,4,"10km S of La Parguera, Puerto Rico",1579143083
2020,1,16,0:24:48,17.9935,-66.8241,15,3.6,"1km NE of Indios, Puerto Rico",1579134288
2020,1,15,21:41:10,17.9036,-66.8623,12,3.5,"16km SSE of Maria Antonia, Puerto Rico",1579124470
2020,1,15,21:08:05,17.9488,-66.8328,12,3.7,"10km SSE of Indios, Puerto Rico",1579122485
2020,1,15,20:27:53,17.9276,-66.956,8,4.1,"7km SW of Guanica, Puerto Rico",1579120073
2020,1,15,20:06:30,17.9744,-66.9405,10,3.6,"2km WSW of Fuig, Puerto Rico",1579118790
2020,1,15,20:00:40,17.9581,-66.9446,8,4,"4km SW of Guanica, Puerto Rico",1579118440
2020,1,15,19:52:14,17.9211,-66.9831,5,3.5,"16km SSE of La Parguera, Puerto Rico",1579117934
2020,1,15,19:49:47,17.931,-66.9741,4,3.9,"10km SW of Guanica, Puerto Rico",1579117787
2020,1,15,15:36:23,17.9155,-67.0171,5,5.2,"6km WSW of Guanica, Puerto Rico",1579102583
2020,1,15,8:14:48,17.9995,-66.7393,6,3.6,"3km SSW of Tallaboa, Puerto Rico",1579076088
2020,1,14,23:27:37,17.7744,-66.8408,10,3.5,"22km SSE of Guanica, Puerto Rico",1579044457
2020,1,14,22:27:43,17.8606,-66.847,11,4.3,"13km SE of Guanica, Puerto Rico",1579040863
2020,1,14,18:49:35,17.8198,-66.848,10,3.6,"17km SSE of Guanica, Puerto Rico",1579027775
2020,1,14,16:44:20,17.8861,-66.8628,9,3.7,"18km SSE of Guanica, Puerto Rico",1579020260
2020,1,14,16:03:53,17.7965,-66.7936,10,3.6,"22km SSE of Guanica, Puerto Rico",1579017833
2020,1,14,14:48:08,17.9331,-67.0203,6,4.3,"6km W of Fuig, Puerto Rico",1579013288
2020,1,14,12:26:41,17.8548,-66.8686,10,4.6,"24km SSE of Guanica, Puerto Rico",1579004801
2020,1,14,11:06:52,17.9918,-66.8355,10,3.6,"2km SSW of Indios, Puerto Rico",1579000012
2020,1,14,8:14:25,17.9133,-66.8212,10,3.5,"8km S of Indios, Puerto Rico",1578989665
2020,1,14,8:07:04,17.9283,-66.7125,6,3.6,"8km S of Tallaboa, Puerto Rico",1578989224
2020,1,14,1:40:53,17.9058,-66.8371,8,4,"12km SE of Guanica, Puerto Rico",1578966053
2020,1,14,1:31:18,17.822,-66.8616,6,3.7,"19km SSE of Guanica, Puerto Rico",1578965478
2020,1,13,22:40:56,17.9486,-66.8223,8,3.8,"7km S of Indios, Puerto Rico",1578955256
2020,1,13,21:43:36,17.9523,-66.9935,6,3.5,"12km SSE of La Parguera, Puerto Rico",1578951816
2020,1,13,21:30:26,17.9132,-67.0125,10,3.5,"7km SSE of La Parguera, Puerto Rico",1578951026
2020,1,13,21:00:24,17.8152,-66.8212,10,3.7,"19km SSE of Guanica, Puerto Rico",1578949224
2020,1,13,20:46:40,17.9433,-67.0053,5,4.1,"6km SW of Guanica, Puerto Rico",1578948400
2020,1,13,19:47:16,17.7183,-66.8763,10,3.5,"28km S of Guanica, Puerto Rico",1578944836
2020,1,13,17:06:32,17.9446,-66.8426,9,3.7,"8km SSW of Indios, Puerto Rico",1578935192
2020,1,13,16:43:26,17.9148,-66.6915,6,3.5,"7km SSE of Tallaboa, Puerto Rico",1578933806
2020,1,13,16:19:12,17.7553,-66.7971,10,4,"26km SSE of Guanica, Puerto Rico",1578932352
2020,1,13,14:03:22,17.942,-66.7081,8,3.6,"7km SSE of Tallaboa, Puerto Rico",1578924202
2020,1,13,12:58:02,17.9256,-66.8863,6,3.5,"8km S of Guanica, Puerto Rico",1578920282
2020,1,13,10:01:29,17.9688,-66.7443,9,4.2,"4km S of Tallaboa, Puerto Rico",1578909689
2020,1,13,8:01:17,17.9703,-66.8355,13,3.5,"1km SW of Indios, Puerto Rico",1578902477
2020,1,13,7:07:38,17.9291,-66.829,8,3.7,"9km S of Indios, Puerto Rico",1578899258
2020,1,13,3:05:20,17.9638,-66.8131,9,4.5,"10km SSE of Indios, Puerto Rico",1578884720
2020,1,13,2:52:30,17.9716,-66.7255,16,4.3,"14km S of Tallaboa, Puerto Rico",1578883950
2020,1,12,23:33:43,17.9965,-67.072,7,3.6,"3km S of Palmarejo, Puerto Rico",1578872023
2020,1,12,23:02:27,17.845,-66.8478,5,3.5,"20km SSE of Maria Antonia, Puerto Rico",1578870147
2020,1,12,21:10:14,17.9393,-66.813,7,4.2,"13km SSE of Indios, Puerto Rico",1578863414
2020,1,12,21:01:02,17.9355,-66.8128,8,3.7,"9km SSE of Indios, Puerto Rico",1578862862
2020,1,12,10:57:24,17.9022,-66.8279,10,3.9,"10km S of Indios, Puerto Rico",1578826644
2020,1,12,10:55:00,17.9033,-66.8765,7,4.5,"10km SSE of Guanica, Puerto Rico",1578826500
2020,1,12,7:59:56,17.9556,-66.8865,8,4.9,"1km SW of Palomas, Puerto Rico",1578815996
2020,1,12,5:35:19,17.9573,-66.8821,9,3.5,"3km SE of Maria Antonia, Puerto Rico",1578807319
2020,1,12,2:28:33,17.9418,-66.834,7,3.8,"7km S of Indios, Puerto Rico",1578796113
2020,1,12,1:00:05,17.939,-66.8461,10,3.9,"15km SSE of Guanica, Puerto Rico",1578790805
2020,1,12,0:58:35,17.8184,-66.8661,10,4.3,"17km SSE of Guanica, Puerto Rico",1578790715
2020,1,12,0:58:25,17.811,-66.8721,4,4.1,"23km SSE of Guanica, Puerto Rico",1578790705
2020,1,11,23:49:40,17.9423,-66.8395,8,4.6,"11km SSE of Indios, Puerto Rico",1578786580
2020,1,11,21:39:42,17.8919,-66.8098,10,3.5,"11km S of Indios, Puerto Rico",1578778782
2020,1,11,21:26:44,17.8961,-66.8398,7,3.6,"12km S of Indios, Puerto Rico",1578778004
2020,1,11,18:42:16,17.9277,-66.8374,19.3,3.6,"7km SSW of Indios, Puerto Rico",1578768136
2020,1,11,18:32:55,18.0186,-66.8005,13,4,"2km S of Guayanilla, Puerto Rico",1578767575
2020,1,11,16:43:45,17.938,-66.8191,10,3.8,"6km S of Indios, Puerto Rico",1578761025
2020,1,11,16:19:20,17.9011,-66.8087,10,3.6,"10km S of Indios, Puerto Rico",1578759560
2020,1,11,16:00:17,17.9248,-66.832,6,3.8,"10km S of Indios, Puerto Rico",1578758417
2020,1,11,15:50:02,17.964,-66.8395,8,3.9,"2km WSW of Indios, Puerto Rico",1578757802
2020,1,11,15:41:17,17.97,-66.837,9,4.2,"1km WNW of Indios, Puerto Rico",1578757277
2020,1,11,15:31:13,17.9366,-66.8401,6,4.1,"11km S of Indios, Puerto Rico",1578756673
2020,1,11,14:56:55,17.9103,-66.852,11,3.8,"12km SSE of Guanica, Puerto Rico",1578754615
2020,1,11,14:54:33,17.8962,-66.8303,10,3.8,"10km S of Indios, Puerto Rico",1578754473
2020,1,11,14:41:15,17.922,-66.842,8,3.5,"16km S of Indios, Puerto Rico",1578753675
2020,1,11,13:59:49,17.8214,-66.8575,10,4.1,"17km SSE of Guanica, Puerto Rico",1578751189
2020,1,11,13:51:40,17.9454,-66.8302,10,4,"5km SSW of Indios, Puerto Rico",1578750700
2020,1,11,13:48:15,17.9996,-66.8318,9,4.2,"3km SSE of Indios, Puerto Rico",1578750495
2020,1,11,13:43:45,17.9455,-66.836,12,3.6,"20km SSE of Guanica, Puerto Rico",1578750225
2020,1,11,13:34:23,17.8861,-66.8288,10,3.6,"11km S of Indios, Puerto Rico",1578749663
2020,1,11,13:32:00,17.8673,-66.8571,10,3.7,"12km SSE of Guanica, Puerto Rico",1578749520
2020,1,11,13:19:53,17.9904,-66.8377,10,3.6,"1km WSW of Indios, Puerto Rico",1578748793
2020,1,11,13:16:23,17.9971,-66.8261,10,3.5,"0km WNW of Indios, Puerto Rico",1578748583
2020,1,11,13:11:42,17.9691,-66.837,10,3.8,"4km SSW of Indios, Puerto Rico",1578748302
2020,1,11,13:07:45,17.9273,-66.8315,10,3.8,"7km S of Indios, Puerto Rico",1578748065
2020,1,11,13:05:30,17.8355,-66.8771,10,4.1,"15km SSE of Guanica, Puerto Rico",1578747930
2020,1,11,12:59:18,17.907,-66.855,7,3.7,"11km SSE of Guanica, Puerto Rico",1578747558
2020,1,11,12:56:22,17.8238,-66.7941,10,5.2,"19km S of Indios, Puerto Rico",1578747382
2020,1,11,12:54:45,17.949,-66.8508,5,5.9,"10km SSE of Indios, Puerto Rico",1578747285
2020,1,11,12:16:29,17.982,-66.7728,8,3.5,"6km SW of Tallaboa, Puerto Rico",1578744989
2020,1,11,11:18:11,17.9147,-66.9278,10,3.6,"6km SSW of Guanica, Puerto Rico",1578741491
2020,1,11,11:14:53,17.9251,-66.8371,7,3.5,"12km S of Indios, Puerto Rico",1578741293
2020,1,11,9:29:25,17.914,-66.9065,13,3.7,"15km S of Guanica, Puerto Rico",1578734965
2020,1,11,8:59:52,17.9606,-66.9445,7,4.1,"7km S of Guanica, Puerto Rico",1578733192
2020,1,11,7:28:42,17.9385,-66.8221,8,3.7,"10km S of Indios, Puerto Rico",1578727722
2020,1,11,7:25:30,17.9258,-66.8328,9,3.8,"13km S of Indios, Puerto Rico",1578727530
2020,1,11,7:19:06,17.9263,-66.731,6,3.6,"10km S of Tallaboa, Puerto Rico",1578727146
2020,1,11,4:32:39,17.9071,-66.7871,10,3.5,"10km SSE of Indios, Puerto Rico",1578717159
2020,1,11,4:20:57,18.0421,-66.7925,10,3.5,"2km N of Guayanilla, Puerto Rico",1578716457
2020,1,11,4:08:50,17.9466,-66.7393,7,4,"3km SSW of Penuelas, Puerto Rico",1578715730
2020,1,11,3:31:37,17.9515,-66.9191,9,3.7,"4km S of Guanica, Puerto Rico",1578713497
2020,1,11,2:28:21,17.9923,-66.7946,4,4.8,"2km S of Magas Arriba, Puerto Rico",1578709701
2020,1,10,22:27:43,17.8714,-66.8779,10,3.9,"11km SSE of Guanica, Puerto Rico",1578695263
2020,1,10,22:26:25,17.935,-66.883,9,5.2,"5km SE of Maria Antonia, Puerto Rico",1578695185
2020,1,10,8:41:11,17.9408,-66.8707,10,3.9,"4km SSE of Maria Antonia, Puerto Rico",1578645671
2020,1,10,8:05:28,17.9423,-66.6789,7.7,4.2,"7km SE of Tallaboa, Puerto Rico",1578643528
2020,1,10,6:15:45,17.9252,-66.9267,10,3.5,"5km SSW of Guanica, Puerto Rico",1578636945
2020,1,10,3:03:55,18.0086,-66.8431,10,3.6,"2km WNW of Indios, Puerto Rico",1578625435
2020,1,10,2:11:51,17.9225,-66.6208,5,4,"11km S of Ponce, Puerto Rico",1578622311
2020,1,9,20:11:23,17.925,-66.6818,5,3.8,"11km SSE of Tallaboa, Puerto Rico",1578600683
2020,1,9,18:06:24,17.977,-66.805,12,3.6,"3km S of Guayanilla, Puerto Rico",1578593184
2020,1,9,11:54:47,17.9485,-66.8238,7,3.5,"6km SSE of Indios, Puerto Rico",1578570887
2020,1,9,11:24:41,17.9583,-66.9468,5,4.4,"7km SW of Guanica, Puerto Rico",1578569081
2020,1,9,8:39:24,17.9671,-66.7675,11,3.6,"5km SW of Tallaboa, Puerto Rico",1578559164
2020,1,9,5:50:26,17.9036,-66.9273,9,3.5,"6km SSW of Guanica, Puerto Rico",1578549026
2020,1,9,5:42:18,17.9396,-66.9428,9,3.7,"4km SW of Guanica, Puerto Rico",1578548538
2020,1,9,5:03:13,17.9996,-66.8316,11,4.2,"0km WNW of Indios, Puerto Rico",1578546193
2020,1,9,3:22:46,17.9098,-66.8173,7,3.6,"15km S of Indios, Puerto Rico",1578540166
2020,1,8,23:54:27,17.97,-66.8091,9,4,"10km SSE of Indios, Puerto Rico",1578527667
2020,1,8,22:05:30,17.7898,-66.8835,10,3.9,"20km S of Guanica, Puerto Rico",1578521130
2020,1,8,21:15:16,17.892,-66.7032,10,3.5,"11km S of Tallaboa, Puerto Rico",1578518116
2020,1,8,20:04:18,17.915,-66.7035,6,4.7,"7km SSE of Tallaboa, Puerto Rico",1578513858
2020,1,8,18:44:14,17.9245,-66.9395,9,4.1,"4km SSW of Guanica, Puerto Rico",1578509054
2020,1,8,15:45:42,17.9785,-66.7758,7,4.2,"6km SSW of Tallaboa, Puerto Rico",1578498342
2020,1,8,14:53:26,17.9716,-66.8719,10,3.6,"1km ESE of Maria Antonia, Puerto Rico",1578495206
2020,1,8,13:40:38,17.932,-66.7605,10,3.6,"8km SSW of Tallaboa, Puerto Rico",1578490838
2020,1,8,12:53:01,17.8972,-66.6925,10,3.6,"11km SSE of Tallaboa, Puerto Rico",1578487981
2020,1,8,12:41:21,17.8295,-66.8897,10,3.9,"15km S of Guanica, Puerto Rico",1578487281
2020,1,8,12:27:06,17.9522,-66.8784,10,3.8,"3km SE of Guanica, Puerto Rico",1578486426
2020,1,8,11:49:10,17.9831,-66.7621,9,3.5,"6km SSW of Tallaboa, Puerto Rico",1578484150
2020,1,8,11:44:17,17.9463,-66.8928,7,3.6,"9km SSE of Guanica, Puerto Rico",1578483857
2020,1,8,11:36:15,17.96,-66.835,8,3.6,"7km S of Indios, Puerto Rico",1578483375
2020,1,8,11:33:29,17.9403,-66.8971,10,3.6,"3km SSE of Guanica, Puerto Rico",1578483209
2020,1,8,10:25:33,18.0052,-66.7616,10,3.7,"1km SSE of Magas Arriba, Puerto Rico",1578479133
