SampleYear,SampleMonth,Period,Location,FilmDate,Transect,CoralCov,GorgCov,SpoCov,ZoanCov,OtherLiveCov,MacaCov,CalgCov,CyanCov,EACCov,NonLiveCov,UnkCov,BLCov,DisCov
2006,7,Annual,South Water,7/24/2006,4,2.86,5.71,13.06,0.00,0.00,58.37,2.86,0.00,7.35,9.80,0.00,0.00,0.00
2006,7,Annual,South Water,7/24/2006,5,4.04,0.45,14.35,0.00,0.00,51.12,4.93,0.00,10.31,14.80,0.00,0.00,0.00
2006,7,Annual,South Water,7/24/2006,6,1.79,1.79,14.29,0.00,0.45,57.59,3.57,0.89,8.48,11.16,0.00,0.00,0.00
2006,7,Annual,Grammanik Tiger FSA,7/26/2006,1,28.15,0.00,7.56,0.00,0.00,25.21,5.04,0.00,22.27,11.76,0.00,0.00,0.00
2006,7,Annual,Grammanik Tiger FSA,7/26/2006,2,34.17,0.00,5.83,0.00,0.83,26.67,4.58,0.00,22.50,5.42,0.00,0.00,0.00
2006,7,Annual,Grammanik Tiger FSA,7/26/2006,3,29.34,0.00,8.26,0.00,0.00,30.58,8.68,0.00,20.66,2.48,0.00,0.00,0.00
2006,7,Annual,Grammanik Tiger FSA,7/26/2006,4,25.32,0.00,11.81,0.00,0.00,29.96,11.81,0.00,21.10,0.00,0.00,0.00,0.00
2006,7,Annual,Grammanik Tiger FSA,7/26/2006,5,41.67,0.00,7.87,0.00,0.00,19.44,12.04,0.46,16.20,2.31,0.00,0.00,0.00
2006,7,Annual,Grammanik Tiger FSA,7/26/2006,6,21.32,0.00,7.75,0.00,0.00,32.17,5.04,0.00,15.50,17.83,0.39,0.00,0.00
2006,7,Annual,College Shoal East,7/31/2006,1,34.47,0.00,0.85,0.00,0.00,37.87,3.40,0.00,21.28,2.13,0.00,1.28,0.00
2006,7,Annual,College Shoal East,7/31/2006,2,21.01,0.00,1.26,0.00,0.42,41.60,7.14,0.00,27.31,1.26,0.00,0.00,0.00
2006,7,Annual,College Shoal East,7/31/2006,3,32.20,0.00,1.52,0.00,0.00,38.64,4.17,0.00,21.97,1.52,0.00,0.38,0.38
2006,7,Annual,College Shoal East,7/31/2006,4,20.77,0.00,1.54,0.00,0.00,42.69,3.46,0.00,26.15,5.38,0.00,0.00,0.00
2006,7,Annual,College Shoal East,7/31/2006,5,35.19,0.00,1.11,0.00,0.00,34.81,1.11,0.00,27.41,0.37,0.00,0.00,0.00
2006,7,Annual,College Shoal East,7/31/2006,6,43.08,0.00,0.79,0.00,0.00,23.72,3.95,0.00,21.74,6.72,0.00,0.00,0.00
2006,9,Annual,Lang Bank Red Hind FSA,9/7/2006,1,9.38,7.99,6.60,0.00,0.00,36.11,5.56,9.03,18.06,7.29,0.00,0.00,0.00
2006,9,Annual,Lang Bank Red Hind FSA,9/7/2006,2,19.22,3.14,2.35,0.00,0.00,30.59,6.27,10.98,24.31,3.14,0.00,0.78,0.00
2006,9,Annual,Lang Bank Red Hind FSA,9/7/2006,3,1.69,5.08,3.39,0.00,0.00,39.32,7.80,4.75,32.54,5.42,0.00,0.00,0.00
2006,9,Annual,Lang Bank Red Hind FSA,9/7/2006,4,2.14,1.71,4.27,0.00,0.00,38.03,6.41,16.24,24.36,6.84,0.00,0.00,0.00
2006,9,Annual,Lang Bank Red Hind FSA,9/7/2006,5,6.46,3.04,5.70,0.00,0.38,33.84,7.60,4.94,30.42,7.60,0.00,0.76,0.00
2006,9,Annual,Lang Bank Red Hind FSA,9/7/2006,6,4.88,3.48,5.92,0.00,0.00,33.10,6.27,13.59,32.40,0.35,0.00,0.00,0.00
2006,12,Annual,Eagle Ray,12/5/2006,1,2.33,3.00,6.33,0.00,0.00,42.67,0.00,0.00,33.67,12.00,0.00,0.00,0.00
2006,12,Annual,Eagle Ray,12/5/2006,2,3.65,5.02,4.57,0.46,0.00,48.86,0.00,0.00,36.07,1.37,0.00,0.00,0.00
2006,12,Annual,Eagle Ray,12/5/2006,3,8.80,5.20,4.40,0.00,0.00,44.00,0.00,0.00,29.20,8.40,0.00,0.00,0.00
2006,12,Annual,Eagle Ray,12/5/2006,4,7.24,4.48,7.59,0.00,0.00,48.62,0.00,0.00,32.07,0.00,0.00,0.00,0.00
2006,12,Annual,Eagle Ray,12/5/2006,5,5.00,6.15,5.38,0.00,0.00,49.62,0.00,0.00,33.85,0.00,0.00,0.00,0.00
2006,12,Annual,Eagle Ray,12/5/2006,6,5.24,5.24,1.90,0.00,0.00,14.76,0.00,0.00,52.38,20.48,0.00,0.00,0.00
2006,12,Annual,Jacks Bay,12/6/2006,1,2.59,6.30,1.11,0.00,0.00,22.96,0.00,0.00,67.04,0.00,0.00,0.00,0.00
2006,12,Annual,Jacks Bay,12/6/2006,2,1.54,1.15,3.46,0.00,0.00,19.23,0.00,0.00,74.62,0.00,0.00,0.00,0.00
2006,12,Annual,Jacks Bay,12/6/2006,3,2.40,1.20,2.40,0.00,0.00,18.00,0.40,0.00,75.60,0.00,0.00,0.00,0.00
2006,12,Annual,Jacks Bay,12/6/2006,4,4.23,1.15,3.08,0.00,0.00,26.15,0.00,0.00,65.38,0.00,0.00,0.00,0.00
2006,12,Annual,Jacks Bay,12/6/2006,5,2.08,1.67,2.08,0.00,0.00,35.83,0.00,0.00,58.33,0.00,0.00,0.00,0.00
2006,12,Annual,Jacks Bay,12/6/2006,6,4.17,3.33,3.75,0.00,0.00,17.92,0.00,0.00,70.83,0.00,0.00,0.00,0.00
2006,12,Annual,Cane Bay,12/7/2006,1,6.79,1.79,2.14,0.00,0.00,14.29,0.71,0.00,74.29,0.00,0.00,0.00,0.00
2006,12,Annual,Cane Bay,12/7/2006,2,13.46,0.77,1.92,0.00,0.00,9.23,0.00,0.00,74.62,0.00,0.00,0.38,0.00
2006,12,Annual,Cane Bay,12/7/2006,3,5.52,8.97,0.69,0.00,0.00,6.90,0.00,0.00,75.52,2.41,0.00,0.00,0.00
2006,12,Annual,Cane Bay,12/7/2006,4,12.77,0.00,5.17,0.00,0.00,5.47,0.91,0.00,74.47,1.22,0.00,0.00,0.00
2006,12,Annual,Cane Bay,12/7/2006,5,5.77,0.38,2.31,0.00,0.00,2.69,0.77,0.00,85.00,3.08,0.00,3.08,0.00
2006,12,Annual,Cane Bay,12/7/2006,6,15.38,1.92,4.23,0.00,0.00,7.69,0.38,0.00,67.69,2.69,0.00,0.00,0.00
2006,12,Annual,Salt River West,12/7/2006,1,6.67,0.83,4.17,0.00,0.00,10.83,0.83,0.00,76.67,0.00,0.00,0.00,0.00
2006,12,Annual,Salt River West,12/7/2006,2,6.90,3.45,4.48,1.03,0.00,10.69,0.34,0.00,73.10,0.00,0.00,0.00,0.00
2006,12,Annual,Salt River West,12/7/2006,3,6.79,1.07,8.21,0.00,0.00,9.64,0.00,0.00,74.29,0.00,0.00,0.00,0.00
2006,12,Annual,Salt River West,12/7/2006,4,6.55,2.07,1.03,0.34,0.00,7.93,0.00,0.00,82.07,0.00,0.00,0.00,0.00
2006,12,Annual,Salt River West,12/7/2006,5,3.34,4.35,1.34,0.00,0.00,16.39,0.33,0.00,73.91,0.00,0.33,0.00,0.00
2006,12,Annual,Salt River West,12/7/2006,6,6.00,4.00,4.33,0.00,0.00,5.00,0.00,0.00,80.67,0.00,0.00,0.00,0.00
2006,12,Annual,Great Pond,12/9/2006,1,5.48,0.32,0.00,0.00,0.00,7.10,3.87,0.00,83.23,0.00,0.00,0.00,0.00
2006,12,Annual,Great Pond,12/9/2006,2,7.20,0.00,1.60,0.00,0.00,8.80,9.60,0.00,69.20,3.60,0.00,0.00,0.00
2006,12,Annual,Great Pond,12/9/2006,3,2.67,0.00,0.00,0.00,0.00,17.67,1.00,0.00,78.67,0.00,0.00,0.00,0.00
2006,12,Annual,Great Pond,12/9/2006,4,1.79,0.00,0.00,0.00,0.00,10.71,38.93,0.00,48.57,0.00,0.00,0.00,0.00
2006,12,Annual,Great Pond,12/9/2006,5,3.04,1.30,0.00,0.43,0.00,24.35,26.52,0.00,44.35,0.00,0.00,0.00,0.00
2006,12,Annual,Great Pond,12/9/2006,6,1.60,0.00,0.40,0.40,0.00,7.20,55.20,0.00,34.80,0.00,0.40,0.00,0.00
2006,12,Annual,Mutton Snapper FSA,12/9/2006,1,5.19,1.48,12.22,0.00,0.00,61.11,0.00,0.00,20.00,0.00,0.00,0.00,0.00
2006,12,Annual,Mutton Snapper FSA,12/9/2006,2,2.80,3.60,1.60,0.00,0.00,68.00,0.40,0.00,21.60,2.00,0.00,0.00,0.00
2006,12,Annual,Mutton Snapper FSA,12/9/2006,3,1.82,0.45,0.45,0.00,0.00,53.64,0.45,2.27,25.00,15.91,0.00,0.00,0.00
2006,12,Annual,Mutton Snapper FSA,12/9/2006,4,5.38,0.00,3.08,0.00,0.00,61.15,0.00,1.54,28.46,0.38,0.00,0.00,0.00
2006,12,Annual,Mutton Snapper FSA,12/9/2006,5,3.18,0.00,0.91,0.00,0.00,44.55,0.91,0.91,19.09,30.45,0.00,0.00,0.00
2006,12,Annual,Mutton Snapper FSA,12/9/2006,6,2.50,0.00,7.50,0.00,0.00,55.00,1.25,2.08,23.75,7.92,0.00,0.00,0.00
2006,12,Annual,Buck Island STX,12/11/2006,1,7.12,9.39,0.65,0.00,0.97,18.77,0.00,0.00,54.05,9.06,0.00,0.00,0.00
2006,12,Annual,Buck Island STX,12/11/2006,2,5.48,5.16,0.65,0.00,0.00,14.84,0.00,0.00,54.52,19.35,0.00,0.00,0.00
2006,12,Annual,Buck Island STX,12/11/2006,3,4.00,8.00,1.00,0.00,0.00,21.67,0.00,0.00,43.33,22.00,0.00,0.00,0.00
2006,12,Annual,Buck Island STX,12/11/2006,4,9.66,7.59,1.03,0.00,0.00,21.03,0.00,0.00,55.17,5.52,0.00,0.00,0.00
2006,12,Annual,Buck Island STX,12/11/2006,5,4.44,3.33,0.00,0.00,0.00,17.78,0.00,0.00,48.89,25.56,0.00,0.00,0.00
2006,12,Annual,Buck Island STX,12/11/2006,6,6.67,10.00,0.00,0.00,0.00,11.48,0.00,0.00,53.33,18.52,0.00,0.00,0.00
2006,1,Annual,Sprat Hole,1/9/2007,1,15.68,0.70,1.05,0.00,0.00,42.86,0.00,12.54,20.56,5.23,1.39,0.00,0.00
2006,1,Annual,Sprat Hole,1/9/2007,2,14.75,0.00,4.68,0.00,0.00,32.37,0.36,20.50,18.35,8.99,0.00,0.00,0.00
2006,1,Annual,Sprat Hole,1/9/2007,3,7.78,0.78,1.56,0.00,0.00,35.80,1.17,22.57,11.28,19.07,0.00,0.00,0.00
2006,1,Annual,Sprat Hole,1/9/2007,4,5.52,2.27,1.30,0.00,0.00,40.26,0.65,7.79,22.40,19.48,0.32,0.00,0.00
2006,1,Annual,Sprat Hole,1/9/2007,5,13.38,2.01,2.34,0.00,0.00,20.40,0.33,24.08,16.05,21.40,0.00,0.00,0.00
2006,1,Annual,Sprat Hole,1/9/2007,6,14.33,4.14,0.32,0.00,0.00,26.43,0.00,28.03,24.20,2.55,0.00,0.00,0.00
2007,1,Annual,Kings Corner,1/12/2007,1,9.19,0.00,12.87,0.00,0.00,1.10,0.00,0.00,52.94,23.53,0.37,0.00,0.37
2007,1,Annual,Kings Corner,1/12/2007,2,18.31,1.16,11.34,0.00,0.00,25.00,0.58,0.00,22.38,21.22,0.00,0.00,0.00
2007,1,Annual,Kings Corner,1/12/2007,3,21.90,0.33,15.36,0.00,0.00,10.46,0.00,0.00,48.37,2.61,0.98,0.00,0.00
2007,1,Annual,Kings Corner,1/12/2007,4,5.36,1.07,14.29,0.00,0.00,6.43,0.00,0.00,31.43,40.36,1.07,0.00,0.00
2007,1,Annual,Kings Corner,1/12/2007,5,19.29,2.37,13.95,0.00,0.00,14.84,0.00,0.00,37.69,11.87,0.00,1.48,0.00
2007,1,Annual,Kings Corner,1/12/2007,6,5.84,0.65,16.56,0.00,0.00,9.09,0.00,0.00,43.18,24.68,0.00,0.00,0.00
2007,6,Annual,Magens Bay,6/26/2007,1,1.30,6.96,2.17,0.00,0.00,28.26,0.00,16.09,44.78,0.00,0.43,0.00,0.00
2007,6,Annual,Magens Bay,6/26/2007,2,4.60,1.26,4.18,0.00,0.00,18.83,0.00,0.00,66.95,4.18,0.00,0.00,0.00
2007,6,Annual,Magens Bay,6/26/2007,3,7.53,5.44,5.86,0.00,0.00,38.08,0.00,1.67,41.42,0.00,0.00,0.00,0.00
2007,6,Annual,Magens Bay,6/26/2007,4,7.73,8.18,3.18,0.00,0.00,27.27,0.00,4.55,47.27,1.82,0.00,0.00,0.00
2007,6,Annual,Magens Bay,6/26/2007,5,4.82,11.65,2.81,0.00,0.00,28.11,0.00,2.01,50.60,0.00,0.00,0.00,0.00
2007,6,Annual,Magens Bay,6/26/2007,6,9.68,5.24,2.82,0.00,0.00,29.84,0.00,1.21,51.21,0.00,0.00,0.00,0.00
2007,6,Annual,Coculus Rock,6/28/2007,1,5.69,0.41,5.28,0.00,0.00,39.02,0.00,0.00,47.15,2.44,0.00,0.00,0.00
2007,6,Annual,Coculus Rock,6/28/2007,2,9.43,3.03,5.39,0.34,0.00,33.67,0.00,0.00,48.15,0.00,0.00,0.00,0.00
2007,6,Annual,Coculus Rock,6/28/2007,3,17.57,0.34,3.04,0.00,0.00,50.00,0.00,0.34,28.72,0.00,0.00,0.00,0.00
2007,6,Annual,Coculus Rock,6/28/2007,4,11.11,0.00,5.21,0.00,0.00,30.56,0.00,0.00,52.08,1.04,0.00,0.00,0.00
2007,6,Annual,Coculus Rock,6/28/2007,5,7.61,2.42,4.84,0.00,0.00,25.26,0.00,0.69,54.67,4.50,0.00,0.00,0.00
2007,6,Annual,Coculus Rock,6/28/2007,6,11.79,3.25,3.66,0.00,0.00,52.85,0.00,0.00,28.46,0.00,0.00,0.00,0.00
2007,8,Annual,Savana,8/20/2007,1,8.33,5.00,3.67,0.00,0.00,21.67,0.00,6.00,55.33,0.00,0.00,0.00,0.00
2007,8,Annual,Savana,8/20/2007,2,9.34,11.76,1.04,1.04,0.00,30.10,0.00,3.11,43.60,0.00,0.00,0.00,0.00
2007,8,Annual,Savana,8/20/2007,3,13.46,3.46,3.08,0.00,0.00,29.23,0.00,5.38,45.38,0.00,0.00,0.00,0.00
2007,8,Annual,Savana,8/20/2007,4,8.91,3.49,6.59,0.78,0.39,35.66,3.49,1.55,39.15,0.00,0.00,0.00,0.00
2007,8,Annual,Savana,8/20/2007,5,14.98,4.45,0.00,0.40,0.00,28.74,0.00,1.21,36.84,13.36,0.00,0.00,0.00
2007,8,Annual,Savana,8/20/2007,6,22.15,2.42,0.35,0.00,0.00,25.61,1.73,3.11,43.25,1.38,0.00,0.00,0.00
2007,8,Annual,Flat Cay,8/22/2007,1,6.36,1.69,13.14,0.00,0.00,24.58,0.42,0.00,17.37,36.44,0.00,0.00,0.00
2007,8,Annual,Flat Cay,8/22/2007,2,15.81,1.52,8.51,0.00,0.00,37.69,0.00,0.00,21.58,14.59,0.30,0.30,0.00
2007,8,Annual,Flat Cay,8/22/2007,3,19.09,0.65,9.39,0.00,0.00,23.62,0.65,0.00,33.98,12.30,0.32,0.00,0.00
2007,8,Annual,Flat Cay,8/22/2007,4,14.37,0.86,8.05,0.29,0.29,34.20,0.00,0.00,36.49,5.17,0.29,0.00,0.00
2007,8,Annual,Flat Cay,8/22/2007,5,13.94,2.42,3.33,0.00,0.30,30.61,0.00,0.00,35.15,13.94,0.30,0.00,0.00
2007,8,Annual,Flat Cay,8/22/2007,6,17.94,2.06,6.18,0.00,0.00,39.71,0.00,0.00,23.24,10.88,0.00,0.00,0.00
2007,8,Annual,Botany Bay,8/26/2007,1,9.67,7.06,1.12,0.00,0.00,44.61,0.37,0.74,36.43,0.00,0.00,0.00,0.00
2007,8,Annual,Botany Bay,8/26/2007,2,9.64,2.50,2.86,0.00,0.00,60.71,0.71,0.36,21.43,1.79,0.00,0.00,0.00
2007,8,Annual,Botany Bay,8/26/2007,3,15.99,5.33,1.25,0.94,0.00,41.38,0.00,8.15,25.08,1.88,0.00,0.00,0.00
2007,8,Annual,Botany Bay,8/26/2007,4,9.72,8.15,1.57,1.25,0.00,44.20,5.96,2.82,26.33,0.00,0.00,0.00,0.00
2007,8,Annual,Botany Bay,8/26/2007,5,8.00,1.20,0.00,0.00,0.00,24.40,3.60,0.80,62.00,0.00,0.00,0.00,0.00
2007,8,Annual,Botany Bay,8/26/2007,6,5.79,0.77,0.00,0.00,0.77,21.24,2.70,0.00,68.73,0.00,0.00,0.00,0.00
2007,8,Annual,Seahorse Cottage Shoal,8/30/2007,1,15.89,2.33,2.33,0.00,0.39,38.76,5.04,0.00,33.33,1.94,0.00,0.00,0.00
2007,8,Annual,Seahorse Cottage Shoal,8/30/2007,2,13.29,4.75,3.16,2.22,0.00,34.18,3.16,0.00,35.76,3.48,0.00,0.00,0.00
2007,8,Annual,Seahorse Cottage Shoal,8/30/2007,3,19.67,1.00,2.67,0.00,0.00,24.33,2.33,0.00,36.00,14.00,0.00,0.00,0.00
2007,8,Annual,Seahorse Cottage Shoal,8/30/2007,4,12.46,3.61,2.30,0.33,0.00,39.67,3.93,0.00,31.80,5.90,0.00,0.00,0.00
2007,8,Annual,Seahorse Cottage Shoal,8/30/2007,5,15.77,0.63,3.47,0.00,0.00,26.18,4.42,0.00,33.12,16.40,0.00,0.32,0.00
2007,8,Annual,Seahorse Cottage Shoal,8/30/2007,6,15.28,4.17,0.69,0.00,0.00,34.03,2.78,0.00,32.99,10.07,0.00,0.00,0.00
2007,8,Annual,South Water,8/31/2007,1,3.75,1.88,4.38,0.00,0.00,30.63,16.25,0.00,33.44,9.69,0.00,0.00,0.00
2007,8,Annual,South Water,8/31/2007,2,5.26,1.05,5.26,0.00,0.00,30.00,10.53,0.00,36.84,11.05,0.00,0.00,0.00
2007,8,Annual,South Water,8/31/2007,3,1.54,0.00,7.31,0.00,0.00,33.85,5.00,0.38,30.38,21.54,0.00,0.00,0.00
2007,8,Annual,South Water,8/31/2007,4,1.85,2.22,4.81,0.00,0.00,37.41,11.85,0.74,27.78,13.33,0.00,0.00,0.00
2007,8,Annual,South Water,8/31/2007,5,3.23,0.40,8.87,0.00,0.00,29.03,7.66,0.00,40.73,10.08,0.00,0.00,0.00
2007,8,Annual,South Water,8/31/2007,6,3.46,2.69,4.62,0.00,0.00,28.08,8.85,0.00,36.92,15.38,0.00,0.00,0.00
2007,9,Annual,Buck Island STT,9/3/2007,1,9.62,0.00,3.08,0.00,0.00,21.92,2.31,0.00,55.00,8.08,0.00,0.00,0.00
2007,9,Annual,Buck Island STT,9/3/2007,2,5.33,0.00,5.96,0.00,0.00,34.48,1.88,0.00,48.28,4.08,0.00,0.00,0.00
2007,9,Annual,Buck Island STT,9/3/2007,3,8.40,0.00,6.40,0.00,0.00,26.80,3.20,0.00,35.20,20.00,0.00,1.20,0.00
2007,9,Annual,Buck Island STT,9/3/2007,4,7.81,0.00,11.88,0.00,0.00,29.69,2.50,0.94,25.94,21.25,0.00,0.00,0.00
2007,9,Annual,Buck Island STT,9/3/2007,5,5.83,0.00,2.92,0.00,0.00,38.75,1.25,0.00,32.08,19.17,0.00,0.00,0.00
2007,9,Annual,Buck Island STT,9/3/2007,6,5.52,0.34,3.10,0.34,0.00,34.14,3.10,0.00,43.45,10.00,0.00,0.00,0.00
2007,9,Annual,Fish Bay,9/4/2007,1,2.35,2.55,0.98,0.00,0.00,67.84,1.96,0.00,18.43,5.88,0.00,0.00,0.00
2007,9,Annual,Fish Bay,9/4/2007,2,1.15,5.00,1.54,0.00,0.00,63.46,2.69,0.00,25.00,1.15,0.00,0.00,0.00
2007,9,Annual,Fish Bay,9/4/2007,3,5.15,1.82,0.91,0.00,0.00,65.45,0.61,0.00,20.61,5.45,0.00,0.00,0.00
2007,9,Annual,Fish Bay,9/4/2007,4,11.33,3.67,3.67,0.00,0.00,43.00,1.67,0.00,34.33,2.00,0.33,0.00,0.00
2007,9,Annual,Fish Bay,9/4/2007,5,11.48,4.81,0.00,0.00,0.00,55.56,1.85,0.00,26.30,0.00,0.00,0.00,0.00
2007,9,Annual,Fish Bay,9/4/2007,6,8.55,1.77,0.88,0.00,0.00,35.99,0.00,0.00,33.63,18.88,0.29,0.00,0.00
2007,9,Annual,Hind Bank East FSA,9/5/2007,1,9.62,0.00,6.28,0.00,0.00,46.44,4.60,1.67,25.10,6.28,0.00,0.00,0.00
2007,9,Annual,Hind Bank East FSA,9/5/2007,2,23.57,0.00,2.86,0.00,0.00,32.86,7.50,2.14,20.36,10.71,0.00,0.00,0.00
2007,9,Annual,Hind Bank East FSA,9/5/2007,3,20.47,0.00,5.37,0.00,0.00,36.91,12.42,0.00,19.80,5.03,0.00,0.00,0.00
2007,9,Annual,Hind Bank East FSA,9/5/2007,4,25.57,0.00,9.06,0.00,0.00,30.10,8.74,0.00,16.50,10.03,0.00,0.00,0.00
2007,9,Annual,Hind Bank East FSA,9/5/2007,5,28.48,0.00,2.42,0.00,0.00,30.91,6.97,1.21,19.09,10.91,0.00,0.00,0.00
2007,9,Annual,Hind Bank East FSA,9/5/2007,6,22.74,0.00,2.62,0.00,0.29,38.48,5.83,0.00,15.45,14.29,0.29,0.00,0.00
2007,9,Annual,South Capella,9/7/2007,1,10.38,4.23,3.08,0.00,0.00,28.85,11.54,2.69,32.69,6.54,0.00,0.00,0.00
2007,9,Annual,South Capella,9/7/2007,2,9.69,0.94,4.69,0.00,0.00,28.75,12.19,0.31,27.81,15.63,0.00,0.00,0.00
2007,9,Annual,South Capella,9/7/2007,3,12.54,3.23,6.45,0.00,0.00,40.14,5.73,0.36,21.51,10.04,0.00,0.00,0.00
2007,9,Annual,South Capella,9/7/2007,4,13.03,1.68,5.46,0.00,0.00,46.64,2.52,1.26,26.89,2.52,0.00,0.00,0.00
2007,9,Annual,South Capella,9/7/2007,5,14.01,3.11,1.95,0.00,0.00,49.03,6.23,0.39,23.74,1.56,0.00,0.00,0.00
2007,9,Annual,South Capella,9/7/2007,6,22.93,3.01,3.38,0.00,0.00,27.44,6.39,1.13,33.46,2.26,0.00,0.00,0.00
2007,9,Annual,St James,9/8/2007,1,4.00,0.00,2.33,0.00,0.00,74.00,4.67,0.67,8.33,6.00,0.00,0.00,0.00
2007,9,Annual,St James,9/8/2007,2,2.35,0.00,5.59,0.00,0.00,65.88,5.59,1.18,17.06,2.35,0.00,0.00,0.00
2007,9,Annual,St James,9/8/2007,3,2.90,1.61,1.94,0.00,0.00,59.35,9.35,0.97,14.52,9.35,0.00,0.00,0.00
2007,9,Annual,St James,9/8/2007,4,4.55,0.61,4.55,0.00,0.00,59.09,8.18,0.61,15.15,7.27,0.00,0.30,0.00
2007,9,Annual,St James,9/8/2007,5,8.53,1.94,1.55,0.00,0.00,63.57,3.10,0.78,18.99,1.55,0.00,0.00,0.00
2007,9,Annual,St James,9/8/2007,6,3.83,1.05,1.39,0.00,0.00,65.16,5.57,0.70,16.72,5.57,0.00,0.00,0.00
2007,9,Annual,Grammanik Tiger FSA,9/13/2007,1,31.48,0.00,1.97,0.00,0.00,20.66,4.92,1.97,27.54,11.48,0.00,0.00,0.00
2007,9,Annual,Grammanik Tiger FSA,9/13/2007,2,35.81,0.00,2.26,0.00,0.00,19.03,6.13,10.00,20.97,5.81,0.00,0.00,0.00
2007,9,Annual,Grammanik Tiger FSA,9/13/2007,3,30.56,0.00,0.79,0.00,0.00,25.00,5.56,7.14,25.40,5.16,0.40,0.00,0.00
2007,9,Annual,Grammanik Tiger FSA,9/13/2007,4,32.22,0.00,2.96,0.00,0.00,24.07,8.89,1.11,26.30,4.44,0.00,0.00,0.00
2007,9,Annual,Grammanik Tiger FSA,9/13/2007,5,29.49,0.34,3.05,0.00,0.00,24.07,5.08,1.69,21.36,14.92,0.00,0.00,0.34
2007,9,Annual,Grammanik Tiger FSA,9/13/2007,6,53.91,0.78,1.17,0.00,0.00,19.92,5.08,1.95,14.84,2.34,0.00,0.00,1.17
2007,9,Annual,Black Point,9/14/2007,1,4.68,0.00,10.37,0.00,0.00,28.76,0.33,0.00,13.04,42.81,0.00,0.00,0.00
2007,9,Annual,Black Point,9/14/2007,2,12.88,0.68,11.19,0.00,0.00,15.93,2.03,0.00,23.39,33.90,0.00,0.00,0.68
2007,9,Annual,Black Point,9/14/2007,3,13.98,0.91,12.46,0.00,0.00,8.51,4.26,0.30,31.61,27.96,0.00,0.00,0.00
2007,9,Annual,Black Point,9/14/2007,4,12.08,2.01,8.05,0.00,0.34,19.80,1.01,0.34,24.83,31.54,0.00,0.00,0.00
2007,9,Annual,Black Point,9/14/2007,5,9.73,0.91,15.50,0.00,0.61,13.98,4.26,0.30,38.91,15.81,0.00,0.00,0.00
2007,9,Annual,Black Point,9/14/2007,6,12.59,1.11,10.37,0.00,0.00,18.15,0.37,0.00,27.41,29.63,0.37,0.00,0.00
2007,9,Annual,Meri Shoal,9/19/2007,1,42.90,0.65,0.32,0.00,0.00,43.87,0.97,0.32,10.32,0.65,0.00,0.00,0.00
2007,9,Annual,Meri Shoal,9/19/2007,2,32.69,0.32,0.00,0.00,0.00,51.46,0.00,0.00,15.53,0.00,0.00,0.00,0.00
2007,9,Annual,Meri Shoal,9/19/2007,3,33.75,0.00,0.63,0.00,0.00,51.25,0.00,0.00,14.38,0.00,0.00,0.00,0.63
2007,9,Annual,Meri Shoal,9/19/2007,4,35.67,6.00,0.00,0.00,0.00,43.67,0.00,0.67,14.00,0.00,0.00,0.00,0.67
2007,9,Annual,Meri Shoal,9/19/2007,5,28.57,0.00,0.00,0.00,0.00,50.30,0.89,0.00,18.15,2.08,0.00,0.00,0.00
2007,9,Annual,Meri Shoal,9/19/2007,6,40.39,4.74,0.00,0.28,0.00,35.10,0.84,0.00,18.66,0.00,0.00,0.00,0.28
2007,9,Annual,College Shoal East,9/20/2007,1,33.70,0.00,0.00,0.00,0.00,37.41,3.33,0.37,22.96,2.22,0.00,0.00,0.37
2007,9,Annual,College Shoal East,9/20/2007,2,33.21,0.00,0.00,0.00,0.00,38.87,3.40,1.51,20.75,2.26,0.00,0.00,0.00
2007,9,Annual,College Shoal East,9/20/2007,3,39.84,0.00,0.00,0.00,0.00,23.05,5.47,1.95,29.30,0.39,0.00,0.00,0.78
2007,9,Annual,College Shoal East,9/20/2007,4,37.23,0.00,0.00,0.00,0.00,28.72,11.17,2.66,16.49,3.72,0.00,0.00,0.53
2007,9,Annual,College Shoal East,9/20/2007,5,45.35,0.74,0.00,0.00,0.00,27.51,5.20,1.12,20.07,0.00,0.00,0.00,0.37
2007,9,Annual,College Shoal East,9/20/2007,6,35.34,0.38,0.38,0.00,0.00,34.96,7.52,2.26,12.78,6.39,0.00,0.75,0.00
2007,9,Annual,Jacks Bay,9/24/2007,1,0.50,3.50,3.50,0.00,0.00,47.00,0.00,23.00,20.50,2.00,0.00,0.00,0.00
2007,9,Annual,Jacks Bay,9/24/2007,2,1.48,1.11,4.07,0.00,0.00,33.33,0.74,20.37,38.89,0.00,0.00,0.00,0.00
2007,9,Annual,Jacks Bay,9/24/2007,3,4.00,5.00,3.00,0.00,0.00,32.00,0.00,20.00,36.00,0.00,0.00,0.00,0.00
2007,9,Annual,Jacks Bay,9/24/2007,4,2.69,1.15,1.15,0.00,0.00,38.08,0.00,30.77,26.15,0.00,0.00,0.00,0.00
2007,9,Annual,Jacks Bay,9/24/2007,5,4.81,1.48,1.11,0.00,0.00,32.59,0.00,30.37,27.41,1.85,0.37,0.00,0.00
2007,9,Annual,Jacks Bay,9/24/2007,6,2.08,2.50,2.50,0.00,0.00,30.00,0.00,29.17,33.75,0.00,0.00,0.00,0.00
2007,9,Annual,Buck Island STX,9/25/2007,1,4.23,5.77,0.00,0.00,0.00,17.69,0.00,0.77,24.23,47.31,0.00,0.00,0.00
