SAMPLE CODE,YEAR,REGION,LOCATION,SITE NAME,DEPTH ZONE,TRANSECT,Rugosity (m),Recently dead coral,Reef overhang,Rubble,Sand,Sand and rubble,Pavement,Gaps/Holes,Abiotic (total),Bartholomea annulata,Lebrunia neglecta,Phymanthus crucifer,Ricordea florida,Rhodactis osculifera,Anemone spp.,Anemones (total),Eudistoma spp.,Trididemnum solidum,Ascidian spp.,Tunicata (total),CCA (total),Cyanobacteria (total),Thalassia testudinum,Seagrass (total),Amphiroa spp.,Asparagopsis taxiformis,Asparagopsis taxiformis on Ramicrusta,Caulerpa racemosa,Caulerpa spp.,Caulerpa spp. on Ramicrusta,Dichotomaria marginata,Dictyota spp.,Dictyota spp. on Ramicrusta,Galaxaura spp.,Galaxaura spp. on Ramicrusta,Gracilaria spp.,Halimeda discoidea,Halimeda spp.,Halimeda spp. on Ramicrusta,Halimeda tuna,Jania spp.,Lobophora spp.,Lobophora variegata,Lobophora variegatus on Ramicrusta,Martensia pavonia,Padina spp.,Sargassum hystrix,Sargassum natans,Stypopodium spp.,Stypopodium zonale,Udotea spp.,Valonia ventricosa,Wrangelia bicuspidata,Macroalgae spp.,Macroalgae (total),Ramicrusta spp.,Peyssonnelia spp.,Peyssonneliaceae (total),Turf (mixed) on Ramicrusta,Turf (mixed) with sediment,Turf (mixed),Turf Algae (total),Antillogorgia acerosa,Antillogorgia americana,Antillogorgia bipinnata,Antillogorgia rigida,Eunicea calyculata,Eunicea flexuosa,Eunicea mammosa,Eunicea pallida,Eunicea spp.,Eunicea succinea,Eunicea tourneforti,Gorgonia mariae,Gorgonia ventalina,Muricea atlantica,Muricea elongata,Muricea muricata,Muricea pinnata,Muriceopsis flavida,Plexaura homomalla,Plexaura kukenthali,Plexaura spp.,Plexaurella nutans,Plexaurella spp.,Pseudoplexaura flagellosa,Pseudoplexaura spp.,Pseudoplexaura wagenaari,Pterogorgia guadalupensis,Pterogorgia spp.,Octocoral spp.,Octocorals (total erect),Briareum asbestinum,Erythropodium caribaeorum,Octocoral spp.(encrusting),Octocorals (total encrusting),Antillogorgia acerosa (# col.),Antillogorgia americana (# col.),Antillogorgia bipinnata (# col.),Antillogorgia spp. (# col.)  ,Briareum asbestinum (# col.),Erythropodium caribaeorum (# col.),Eunicea asperula (# col.),Eunicea calyculata (# col.),Eunicea flexuosa (# col.),Eunicea laciniata (# col.),Eunicea laxispica (# col.),Eunicea mammosa (# col.),Eunicea spp. (# col.),Eunicea succinea (# col.),Eunicea tourneforti (# col.),Gorgonia ventalina (# col.),Muricea atlantica (# col.),Muricea elongata (# col.),Muricea laxa (# col.),Muricea muricata (# col.),Muricea spp. (# col).,Muriceopsis flavida (# col.),Plexaura homomalla (# col.),Plexaura kukenthali (# col.),Plexaura kuna (# col.),Plexaura spp. (# col.),Plexaurella dichotoma (# col.),Plexaurella nutans (# col.),Plexaurella spp. (# col.),Pseudoplexaura flagellosa (# col.),Pseudoplexaura porosa (# col.),Pterogorgia citrina (# col.),Pterogorgia guadalupensis (# col.),Pterogorgia spp. (# col.),Octocoral (total # col.),Agelas citrina,Agelas clathrodes,Agelas conifera,Agelas dispar,Agelas sceptrum,Agelas spp.,Agelas sventres,Agelas tubulata,Aiolochroia crassa,Amphimedon caribica,Amphimedon compressa,Amphimedon viridis,Aplysina archeri,Aplysina cauliformis,Aplysina fistularis,Aplysina fulva,Aplysina insularis,Aplysina lacunosa,Aplysina spp.,Biemna caribea,Biemna spp.,Callyspongia armigera,Callyspongia (Callyspongia) fallax,Callyspongia plicifera,Callyspongia spp.,Callyspongia tenerrima,Callyspongia vaginalis,Chondrilla caribensis,Chondrosia collectrix,Cinachyrella apion,Cinachyrella kuekenthali,Clathria spp.,Clathria (Thalysias) venosa,Cliona aprica,Cliona caribbaea,Cliothosa delitrix,Cliona spp.,Cliona tenuis,Cliona varians,Cribrochalina vasculum,Desmapsamma spp.,Desmapsamma anchorata,Dictyonella funicularis,Dictyonella spp.,Diplastrella spp.,Dragmacidon reticulatum,Dysidea etheria,Dysidea janiae,Ectyoplasia ferox,Geodia neptuni,Haliclona spp.,Halisarca caerulea,Halisarca spp.,Iotrochota arenosa,Iotrochota birotulata,Ircinia campana,Ircinia felix,Ircinia spp.,Ircinia strobilina,Monanchora arbuscula,Mycale (Mycale) laevis,Mycale laxissima,Neofibularia nolitangere,Neopetrosia carbonaria,Neopetrosia proxima,Neopetrosia rosariensis,Neopetrosia spp.,Niphates alba,Niphates amorpha,Niphates caycedoi,Niphates digitalis,Niphates erecta,Niphates spp.,Coelocarteria bartschi,Petrosia (Petrosia) pellasarca,Petrosia spp.,Petrosia (Petrosia) weinbergi,Phorbas amaranthus,Timea micraster,Plakortis angulospiculatus,Plakortis halichondrioides,Plakortis spp.,Prosuberites laughlini,Ptilocaulis walpersii,Scopalina ruetzleri,Smenospongia aurea,Smenospongia conulosa,Spheciospongia vesparium,Spirastrella coccinea,Spirastrella hartmani,Suberea spp.,Svenzea cristinae,Svenzea zeai,Tedania (Tedania) klausi,Topsentia ophiraphidites,Topsentia spp.,Verongula reiswigi,Verongula rigida,Verongula spp.,Xestospongia muta,Sponge spp.,Sponges (total),Acropora cervicornis,Acropora palmata,Acropora prolifera,Agaricia agaricites,Agaricia fragilis,Agaricia grahamae,Agaricia humilis,Agaricia lamarcki,Agaricia spp.,Colpophyllia natans,Dendrogyra cylindrus,Dichocoenia stokesii,Diploria labyrinthiformis,Eusmilia fastigiata,Helioseris cucullata,Isophyllia rigida,Isophyllia sinuosa,Madracis auretenra,Madracis carmabi,Madracis decactis,Madracis formosa,Madracis pharensis,Madracis senaria,Madracis spp.,Manicina areolata,Meandrina jacksoni,Meandrina meandrites,Montastraea cavernosa,Mussa angulosa,Mycetophyllia aliciae,Mycetophyllia danaana,Mycetophyllia ferox,Mycetophyllia lamarckiana,Mycetophyllia spp.,Oculina diffusa,Orbicella annularis,Orbicella annularis (complex),Orbicella faveolata,Orbicella franksi,Porites astreoides,Porites colonensis,Porites divaricata,Porites furcata,Porites porites,Pseudodiploria clivosa,Pseudodiploria strigosa,Scolymia cubensis,Scolymia spp.,Siderastrea radians,Siderastrea siderea,Solenastrea bournoni,Stephanocoenia intersepta,Stony Coral spp.,Millepora alcicornis,Millepora complanata,Millepora spp.,Millepora squarrosa,Stylaster roseus,Stony Corals (total),Stony Corals (total # diseased col.),Stony Corals (total #col.),Stony Corals (total # bleached col.),Partially bleached coral (total),Condominium spp.,Palythoa grandis,Palythoa caribaeorum,Zoanthids (total)
1999Media Luna (Cabo Rojo)1,1999,West,Cabo Rojo,Media Luna (Cabo Rojo),Shallow,1,1.82,,1.95,0.00,0.00,0.00,,0.00,1.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.51,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,73.60,73.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,2.71,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.41,10.41,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,0.00,0.12,0.00,0.00,0.00,0.00,0.00,,0.00,,,0.72,0.00,0.00,0.00,1.19,0.00,2.12,0.00,0.00,0.00,5.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.83,,,,,0.00,0.00,0.00,0.00
1999Media Luna (Cabo Rojo)2,1999,West,Cabo Rojo,Media Luna (Cabo Rojo),Shallow,2,1.38,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.26,0.26,0.00,0.00,0.00,,,78.03,78.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36,5.36,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25,11.25,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,0.00,0.00,0.00,0.00,0.12,0.00,2.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.60,,,,,0.00,0.00,0.53,0.53
1999Media Luna (Cabo Rojo)3,1999,West,Cabo Rojo,Media Luna (Cabo Rojo),Shallow,3,1.62,,0.34,0.00,0.00,0.00,,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,76.94,76.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,3.18,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.99,12.99,0.00,0.00,0.00,1.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,0.00,0.00,0.00,0.00,1.21,0.00,0.73,0.00,0.00,0.00,0.24,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,6.52,,,,,0.00,0.00,0.00,0.00
1999Media Luna (Cabo Rojo)4,1999,West,Cabo Rojo,Media Luna (Cabo Rojo),Shallow,4,1.76,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,74.23,74.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.51,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.16,8.16,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.44,6.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,5.87,0.00,0.00,0.00,1.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.19,,,,,0.00,0.00,0.00,0.00
1999Media Luna (Cabo Rojo)5,1999,West,Cabo Rojo,Media Luna (Cabo Rojo),Shallow,5,1.87,,1.77,0.00,0.00,0.00,,0.00,1.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,75.57,75.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,1.35,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.45,10.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,2.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.95,,,,,0.00,0.00,0.00,0.00
1999West Reef1,1999,South,Ponce,West Reef,Very Shallow,1,5.04,,9.91,0.00,0.00,12.50,,0.00,22.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,53.79,53.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18,6.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,,8.31,,,5.12,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,17.63,,,,,0.00,0.00,0.00,0.00
1999West Reef2,1999,South,Ponce,West Reef,Very Shallow,2,6.24,,10.80,0.00,0.00,12.72,,0.00,23.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,35.62,35.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,29.14,,,3.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.20,,,,,0.00,0.00,0.00,0.00
1999West Reef3,1999,South,Ponce,West Reef,Very Shallow,3,6.33,,6.49,0.00,13.84,0.00,,0.00,20.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.80,0.80,0.00,0.00,0.00,,,51.19,51.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,2.57,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,4.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16.41,,,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,21.07,,,,,0.00,0.00,0.00,0.00
1999West Reef4,1999,South,Ponce,West Reef,Very Shallow,4,8.39,,26.86,0.00,2.99,0.00,,0.00,29.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,41.54,41.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,2.07,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,1.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.36,8.10,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,4.84,,,1.09,0.00,0.00,0.00,0.00,0.00,3.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.04,,,,,0.00,0.00,0.00,0.00
1999West Reef5,1999,South,Ponce,West Reef,Very Shallow,5,7.34,,12.34,0.00,8.13,0.00,,0.00,20.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,53.81,53.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.60,2.60,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,6.98,,,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.21,0.00,0.00,0.89,0.00,0.00,0.17,0.00,0.00,20.15,,,,,0.00,0.00,0.00,0.00
1999Cana Gorda1,1999,Southwest,Guanica,Cana Gorda,Shallow,1,2.70,,0.55,0.00,0.00,0.00,,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.47,0.47,0.00,0.00,0.00,,,51.26,51.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.31,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.09,7.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,4.88,,,6.46,0.00,0.00,0.00,0.00,2.20,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.00,31.26,,,,,0.00,0.00,9.13,9.13
1999Cana Gorda2,1999,Southwest,Guanica,Cana Gorda,Shallow,2,2.75,,7.06,0.00,3.53,0.00,,0.00,10.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.31,0.31,0.00,0.00,0.00,,,57.65,57.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.90,6.90,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39,4.39,0.00,0.00,0.00,2.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.44,4.86,0.00,0.00,0.00,0.00,1.10,0.44,0.00,,2.20,,,0.00,0.00,0.00,0.00,1.25,0.00,2.75,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.88,,,,,0.00,0.00,3.22,3.22
1999Cana Gorda3,1999,Southwest,Guanica,Cana Gorda,Shallow,3,2.21,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,55.28,55.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.97,10.97,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,4.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,5.00,,,5.32,0.00,0.00,0.00,1.27,0.00,4.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,24.21,,,,,0.00,0.00,5.32,5.32
1999Cana Gorda4,1999,Southwest,Guanica,Cana Gorda,Shallow,4,3.40,,9.93,0.00,1.87,0.00,,0.00,11.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,44.33,44.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,2.01,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,28.81,,,3.58,0.00,0.00,0.00,0.00,0.00,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.49,,,,,0.00,0.00,2.91,2.91
1999Cana Gorda5,1999,Southwest,Guanica,Cana Gorda,Shallow,5,2.32,,7.31,0.00,0.32,0.00,,0.00,7.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,37.74,37.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69,8.69,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.06,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,29.87,,,3.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.13,,,,,0.00,0.00,5.76,5.76
1999Cayo Coral1,1999,Southwest,Guanica,Cayo Coral,Very Shallow,1,2.85,,6.15,0.00,1.09,3.81,,0.00,11.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,53.46,53.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,3.58,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,3.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,4.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,5.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,4.75,,,6.69,0.00,0.00,0.00,0.44,0.00,0.77,0.00,0.00,0.00,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.94,,,,,0.00,0.00,2.88,2.88
